,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,date of arrival
32774,2,0,1,3,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,72.25,3,Not_Canceled,2017-12-21
32775,1,0,0,1,Meal Plan 1,1,Room_Type 1,8,Corporate,0,0,0,98.0,0,Not_Canceled,2018-04-20
32776,2,0,2,5,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,62.37,0,Not_Canceled,2017-07-07
32777,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,125.0,0,Not_Canceled,2018-10-06
32778,2,0,0,4,Not Selected,0,Room_Type 1,126,Online,0,0,0,97.75,0,Canceled,2018-07-06
32779,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,58.0,0,Not_Canceled,2017-12-09
32780,2,0,0,4,Meal Plan 1,0,Room_Type 1,191,Online,0,0,0,93.5,1,Canceled,2017-09-02
32781,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,129.0,0,Not_Canceled,2018-06-20
32782,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,52.0,2,Not_Canceled,2018-01-14
32783,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,Offline,0,0,0,72.75,0,Not_Canceled,2017-10-08
32784,2,0,2,5,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,81.9,1,Not_Canceled,2018-03-11
32785,1,0,0,1,Meal Plan 2,0,Room_Type 1,40,Offline,0,0,0,95.0,0,Not_Canceled,2018-07-26
32786,3,0,2,2,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,153.0,0,Canceled,2018-04-10
32787,3,0,1,2,Meal Plan 1,0,Room_Type 4,163,Online,0,0,0,122.4,2,Not_Canceled,2018-12-26
32788,2,0,2,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,79.0,0,Canceled,2018-02-07
32789,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,61.0,0,Not_Canceled,2018-01-16
32790,2,0,0,3,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,104.4,1,Not_Canceled,2018-03-31
32791,2,0,0,3,Not Selected,0,Room_Type 1,54,Online,0,0,0,78.77,1,Not_Canceled,2018-04-27
32792,1,0,0,2,Meal Plan 1,0,Room_Type 4,29,Corporate,0,0,0,105.0,0,Not_Canceled,2018-07-06
32793,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,Not_Canceled,2018-01-19
32794,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,97.2,1,Not_Canceled,2018-11-02
32795,2,0,0,1,Meal Plan 1,0,Room_Type 7,0,Complementary,1,3,10,103.42353907649897,1,Not_Canceled,2018-01-20
32796,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,121.5,2,Canceled,2018-09-24
32797,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Offline,0,0,0,90.0,0,Canceled,2018-09-09
32798,1,0,1,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,1,3,65.0,0,Not_Canceled,2018-04-11
32799,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,103.42353907649897,0,Not_Canceled,2017-12-10
32800,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,129.0,0,Not_Canceled,2018-05-24
32801,2,0,2,2,Not Selected,0,Room_Type 1,87,Online,0,0,0,72.25,0,Canceled,2018-04-03
32802,2,1,0,2,Meal Plan 1,0,Room_Type 1,207,Online,0,0,0,112.5,0,Canceled,2018-08-17
32803,2,0,0,2,Not Selected,0,Room_Type 1,16,Online,0,0,0,91.5,1,Not_Canceled,2018-12-02
32804,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,3,40,65.0,2,Not_Canceled,2018-07-31
32805,2,0,1,5,Meal Plan 1,0,Room_Type 1,156,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-08
32806,2,0,0,2,Meal Plan 1,1,Room_Type 4,129,Online,0,0,0,118.8,0,Not_Canceled,2018-08-25
32807,2,0,0,1,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,131.4,1,Not_Canceled,2018-12-30
32808,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
32809,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,86.0,0,Not_Canceled,2018-02-10
32810,1,0,0,1,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,80.0,0,Not_Canceled,2018-11-11
32811,2,0,0,3,Meal Plan 1,1,Room_Type 1,238,Online,0,0,0,124.2,3,Not_Canceled,2018-09-13
32812,1,0,0,3,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,121.5,0,Canceled,2018-05-10
32813,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,Not_Canceled,2018-06-10
32814,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,107.0,0,Not_Canceled,2017-11-18
32815,2,0,0,3,Not Selected,0,Room_Type 1,26,Online,0,0,0,109.0,2,Not_Canceled,2018-11-02
32817,2,0,0,3,Meal Plan 1,0,Room_Type 1,140,Online,0,0,0,72.25,2,Not_Canceled,2017-12-29
32818,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,103.42353907649897,0,Not_Canceled,2017-12-10
32819,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,88.0,0,Not_Canceled,2017-08-11
32820,2,0,2,5,Not Selected,0,Room_Type 1,11,Offline,0,0,0,79.5,0,Not_Canceled,2018-11-01
32821,2,2,0,3,Meal Plan 1,0,Room_Type 2,29,Online,0,0,0,77.5,2,Not_Canceled,2018-03-09
32822,2,0,0,3,Not Selected,0,Room_Type 1,7,Online,0,0,0,149.0,2,Not_Canceled,2018-09-07
32823,2,2,1,5,Meal Plan 1,0,Room_Type 6,134,Online,0,0,0,163.34,2,Canceled,2018-12-26
32824,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-18
32825,2,0,0,3,Not Selected,0,Room_Type 1,53,Online,0,0,0,67.5,0,Canceled,2018-02-24
32826,2,0,0,1,Not Selected,1,Room_Type 1,1,Online,0,0,0,129.0,1,Not_Canceled,2018-10-21
32827,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,90.0,2,Canceled,2018-11-18
32828,2,0,2,1,Meal Plan 1,0,Room_Type 2,1,Online,0,0,0,78.52,0,Not_Canceled,2018-01-23
32829,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,135.9,0,Not_Canceled,2018-09-25
32830,2,0,2,3,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,90.95,1,Not_Canceled,2018-08-21
32831,2,0,0,3,Not Selected,0,Room_Type 1,45,Online,0,0,0,70.5,1,Not_Canceled,2018-02-18
32832,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,Canceled,2018-02-28
32833,2,0,0,2,Meal Plan 1,0,Room_Type 1,77,Offline,0,0,0,75.0,1,Not_Canceled,2018-12-09
32834,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,111.0,1,Not_Canceled,2018-11-14
32835,2,0,2,0,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,139.0,1,Not_Canceled,2018-09-11
32836,2,1,0,1,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,152.1,0,Not_Canceled,2018-07-29
32837,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
32838,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,141.0,1,Not_Canceled,2018-05-12
32839,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,Canceled,2018-06-20
32840,3,0,0,2,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,168.3,2,Not_Canceled,2018-08-19
32841,3,0,2,2,Meal Plan 1,0,Room_Type 4,92,Online,0,0,0,137.7,0,Not_Canceled,2018-07-17
32842,3,0,2,3,Meal Plan 1,0,Room_Type 4,39,Online,0,0,0,138.06,1,Canceled,2018-04-24
32843,3,0,1,4,Meal Plan 2,0,Room_Type 1,197,Offline,0,0,0,160.6,0,Not_Canceled,2018-12-21
32844,3,0,0,2,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,159.3,2,Not_Canceled,2018-06-03
32845,2,0,2,0,Not Selected,0,Room_Type 1,86,Online,0,0,0,61.68,1,Canceled,2018-10-30
32846,2,1,2,5,Meal Plan 1,1,Room_Type 1,42,Online,0,0,0,135.0,2,Not_Canceled,2018-08-30
32847,2,0,1,3,Not Selected,0,Room_Type 1,147,Online,0,0,0,97.75,0,Canceled,2018-08-08
32848,2,0,0,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,73.1,1,Not_Canceled,2018-03-04
32849,1,0,0,1,Meal Plan 1,0,Room_Type 7,8,Corporate,0,0,0,101.0,0,Not_Canceled,2018-02-06
32850,1,0,1,1,Meal Plan 1,1,Room_Type 1,64,Corporate,1,0,5,67.0,0,Not_Canceled,2018-12-17
32851,2,0,1,0,Meal Plan 1,0,Room_Type 4,253,Online,0,0,0,115.2,2,Canceled,2018-09-19
32852,2,0,2,4,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,92.17,0,Not_Canceled,2017-10-11
32853,2,0,0,1,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,128.7,0,Canceled,2018-08-27
32854,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,75.0,0,Canceled,2018-09-26
32855,2,1,0,3,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,111.0,1,Not_Canceled,2018-02-11
32856,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,79.0,0,Not_Canceled,2018-02-15
32857,2,0,2,5,Meal Plan 1,0,Room_Type 1,9,Offline,1,1,0,70.0,0,Not_Canceled,2017-12-27
32858,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,121.0,1,Not_Canceled,2018-08-01
32859,2,1,0,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,169.0,1,Canceled,2018-07-01
32860,2,0,0,2,Meal Plan 1,1,Room_Type 1,50,Online,0,0,0,127.8,2,Not_Canceled,2018-10-04
32861,2,0,1,4,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,103.7,0,Canceled,2018-06-27
32862,2,0,1,2,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,126.9,0,Not_Canceled,2018-06-03
32863,2,0,1,2,Not Selected,0,Room_Type 1,100,Online,0,0,0,81.2,0,Not_Canceled,2018-04-25
32864,2,2,0,3,Meal Plan 1,0,Room_Type 6,36,Online,0,0,0,207.9,3,Not_Canceled,2018-09-15
32865,2,0,0,1,Meal Plan 1,0,Room_Type 2,15,Online,0,0,0,109.55,1,Not_Canceled,2018-08-17
32866,2,0,2,1,Not Selected,0,Room_Type 1,244,Online,0,0,0,92.4,1,Not_Canceled,2018-10-30
32867,2,0,1,0,Not Selected,0,Room_Type 1,62,Online,0,0,0,99.0,0,Canceled,2018-09-04
32868,2,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,110.0,0,Canceled,2018-06-24
32869,2,0,0,1,Meal Plan 1,0,Room_Type 1,186,Offline,0,0,0,68.68,0,Not_Canceled,2018-10-28
32870,1,0,1,3,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,75.6,0,Canceled,2017-10-19
32871,2,1,2,1,Meal Plan 1,0,Room_Type 4,97,Online,0,0,0,104.96,2,Not_Canceled,2018-07-23
32872,1,0,0,1,Meal Plan 1,1,Room_Type 1,3,Online,0,0,0,104.0,0,Not_Canceled,2018-03-03
32873,2,2,2,4,Meal Plan 1,0,Room_Type 6,43,Online,0,0,0,166.5,1,Not_Canceled,2017-10-21
32874,2,0,0,2,Meal Plan 1,0,Room_Type 4,274,Online,0,0,0,115.2,1,Canceled,2018-09-27
32875,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-08
32876,2,0,1,4,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,82.45,0,Canceled,2018-03-30
32877,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,63.58,0,Not_Canceled,2018-03-24
32878,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,80.75,0,Canceled,2018-10-22
32879,2,0,2,1,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,87.3,0,Canceled,2018-03-05
32881,2,1,0,4,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,149.0,1,Canceled,2018-10-26
32882,2,0,0,5,Meal Plan 1,0,Room_Type 1,220,Online,0,0,0,90.95,1,Canceled,2018-08-09
32883,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,Online,0,0,0,88.0,1,Canceled,2018-11-23
32884,1,0,1,2,Meal Plan 2,0,Room_Type 4,68,Online,0,0,0,183.6,0,Canceled,2018-08-19
32885,1,0,0,3,Not Selected,0,Room_Type 1,76,Online,0,0,0,125.1,1,Not_Canceled,2018-09-27
32886,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,102.72,0,Canceled,2018-12-21
32887,2,0,0,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,118.8,2,Not_Canceled,2018-09-01
32888,3,0,1,3,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,134.45,3,Not_Canceled,2018-11-10
32889,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,Offline,0,0,0,112.2,0,Not_Canceled,2017-09-30
32890,2,0,2,5,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,95.98,0,Not_Canceled,2017-09-07
32891,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,150.0,1,Not_Canceled,2018-10-01
32892,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108.0,0,Not_Canceled,2017-09-30
32893,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100.0,0,Canceled,2018-05-20
32894,2,0,2,1,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,150.67,0,Not_Canceled,2018-12-31
32895,1,0,1,2,Meal Plan 1,0,Room_Type 1,161,Offline,0,0,0,71.0,0,Not_Canceled,2018-04-22
32896,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,Online,0,0,0,115.2,0,Canceled,2018-10-01
32897,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.0,2,Not_Canceled,2018-12-21
32898,2,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,77.0,0,Not_Canceled,2018-01-06
32899,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,93.0,0,Not_Canceled,2018-02-23
32900,2,0,2,1,Not Selected,0,Room_Type 1,205,Online,0,0,0,94.5,1,Canceled,2018-08-21
32901,2,0,0,3,Meal Plan 1,0,Room_Type 2,87,Online,0,0,0,95.7,1,Not_Canceled,2017-12-29
32902,1,0,2,3,Not Selected,0,Room_Type 1,59,Online,0,0,0,79.05,2,Not_Canceled,2018-03-20
32903,2,0,1,1,Meal Plan 1,0,Room_Type 2,217,Online,0,0,0,95.63,1,Canceled,2018-07-18
32904,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,94.6,1,Not_Canceled,2018-11-04
32905,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,91.0,1,Canceled,2018-02-21
32906,2,0,0,1,Not Selected,0,Room_Type 1,131,Online,0,0,0,94.5,1,Not_Canceled,2018-07-29
32907,2,0,0,4,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,90.0,2,Canceled,2017-07-07
32908,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140.0,0,Not_Canceled,2018-05-20
32909,2,0,0,2,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,102.7,1,Not_Canceled,2018-06-02
32910,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,91.0,0,Not_Canceled,2018-06-23
32911,3,0,0,5,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,169.0,2,Not_Canceled,2018-06-14
32912,2,0,2,3,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,112.03,1,Not_Canceled,2018-05-22
32913,2,0,1,2,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,169.33,0,Not_Canceled,2017-10-09
32914,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,104.0,1,Not_Canceled,2018-10-10
32915,1,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,72.5,0,Not_Canceled,2017-08-01
32916,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,81.0,1,Not_Canceled,2017-12-01
32917,2,1,0,4,Not Selected,0,Room_Type 1,37,Offline,0,0,0,64.8,1,Not_Canceled,2018-03-23
32918,3,0,1,2,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,187.0,3,Not_Canceled,2018-07-01
32919,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,Canceled,2018-10-14
32920,2,0,0,3,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,105.3,0,Canceled,2018-07-14
32921,3,0,2,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,133.0,2,Not_Canceled,2018-02-28
32922,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,Not_Canceled,2018-01-19
32923,2,0,1,5,Meal Plan 2,0,Room_Type 4,1,Online,0,0,0,192.0,1,Not_Canceled,2018-06-27
32924,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,72.2,0,Not_Canceled,2017-09-23
32925,2,0,1,3,Not Selected,0,Room_Type 1,57,Online,0,0,0,74.8,1,Not_Canceled,2018-12-05
32926,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,111.35,1,Not_Canceled,2018-05-25
32927,2,1,0,4,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,123.75,1,Not_Canceled,2018-08-03
32928,1,0,1,1,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,87.78,2,Not_Canceled,2017-09-19
32929,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,Corporate,0,0,0,77.0,0,Not_Canceled,2018-02-04
32930,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,Offline,0,0,0,60.0,0,Not_Canceled,2017-11-04
32931,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,59.0,0,Not_Canceled,2018-01-25
32932,2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,87.0,2,Not_Canceled,2018-03-03
32933,2,0,0,3,Not Selected,0,Room_Type 1,1,Online,0,0,0,139.0,2,Not_Canceled,2018-08-03
32934,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
32935,3,0,0,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,168.3,2,Not_Canceled,2018-09-28
32936,2,0,0,3,Meal Plan 1,0,Room_Type 1,142,Online,0,0,0,99.3,0,Not_Canceled,2018-08-24
32937,1,0,0,1,Meal Plan 1,0,Room_Type 4,17,Corporate,0,0,0,75.0,0,Not_Canceled,2018-03-09
32938,1,0,2,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,119.0,0,Not_Canceled,2018-07-24
32939,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,106.65,1,Not_Canceled,2018-04-29
32940,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,Canceled,2018-10-11
32941,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,87.0,0,Not_Canceled,2017-09-18
32942,2,0,1,2,Not Selected,0,Room_Type 1,157,Online,0,0,0,108.0,0,Canceled,2018-10-03
32943,2,0,2,5,Meal Plan 1,0,Room_Type 1,227,Online,0,0,0,76.5,3,Not_Canceled,2017-08-17
32944,1,0,0,2,Meal Plan 1,1,Room_Type 1,37,Online,0,0,0,94.5,0,Not_Canceled,2017-09-16
32945,1,0,0,0,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,103.42353907649897,1,Not_Canceled,2018-02-26
32946,2,0,0,1,Not Selected,0,Room_Type 4,1,Online,0,0,0,96.0,2,Not_Canceled,2017-09-03
32947,2,0,0,5,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,149.4,0,Not_Canceled,2018-08-23
32948,2,0,1,3,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,99.45,1,Not_Canceled,2018-05-02
32949,2,0,0,1,Not Selected,1,Room_Type 1,7,Online,0,0,0,137.0,2,Not_Canceled,2018-08-24
32950,1,0,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103.0,1,Not_Canceled,2018-11-14
32951,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,140.0,1,Not_Canceled,2018-11-04
32952,2,0,0,1,Not Selected,0,Room_Type 1,126,Online,0,0,0,103.5,0,Canceled,2018-05-07
32953,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,68.0,0,Not_Canceled,2018-12-08
32954,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02
32955,2,0,2,1,Meal Plan 1,0,Room_Type 1,219,Online,0,0,0,96.3,1,Canceled,2018-10-29
32956,2,1,2,5,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,106.25,2,Not_Canceled,2018-06-28
32957,3,0,2,3,Meal Plan 1,0,Room_Type 4,142,Online,0,0,0,126.65,1,Canceled,2018-07-02
32958,2,1,0,1,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,145.8,2,Canceled,2018-09-30
32959,2,0,2,1,Meal Plan 1,1,Room_Type 1,14,Online,0,0,0,111.67,0,Not_Canceled,2017-12-26
32960,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Offline,0,0,0,130.0,0,Canceled,2018-06-07
32961,1,0,0,4,Not Selected,1,Room_Type 1,80,Online,0,0,0,81.25,0,Not_Canceled,2018-03-29
32962,2,0,2,3,Meal Plan 1,0,Room_Type 4,121,Online,0,0,0,120.6,1,Not_Canceled,2018-08-18
32963,2,1,0,2,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,121.5,0,Canceled,2018-08-03
32964,2,2,0,5,Meal Plan 1,0,Room_Type 6,15,Online,0,0,0,165.0,1,Canceled,2017-09-01
32965,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,60.0,0,Not_Canceled,2017-08-05
32966,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,144.0,0,Not_Canceled,2018-05-05
32967,3,0,0,3,Meal Plan 1,0,Room_Type 4,164,Offline,0,0,0,115.6,0,Canceled,2018-08-30
32968,3,0,1,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,98.94,2,Not_Canceled,2018-02-08
32969,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,Corporate,1,0,1,95.0,0,Not_Canceled,2018-06-20
32970,2,0,1,2,Not Selected,0,Room_Type 1,148,Online,0,0,0,97.5,0,Canceled,2018-07-11
32971,2,0,0,1,Not Selected,0,Room_Type 1,101,Online,0,0,0,94.5,2,Not_Canceled,2018-07-15
32972,2,0,1,4,Meal Plan 1,0,Room_Type 4,26,Offline,0,0,0,75.0,0,Not_Canceled,2017-10-14
32973,1,0,1,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,133.0,1,Not_Canceled,2017-10-19
32974,2,0,0,3,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,132.3,2,Canceled,2018-10-20
32975,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,Canceled,2017-10-16
32976,1,0,0,1,Meal Plan 1,0,Room_Type 1,98,Corporate,1,1,3,65.0,0,Not_Canceled,2018-09-21
32977,3,0,2,3,Not Selected,0,Room_Type 1,232,Offline,0,0,0,75.65,0,Not_Canceled,2018-12-24
32978,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,Corporate,1,1,5,95.0,0,Not_Canceled,2018-09-27
32979,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
32980,2,0,1,0,Meal Plan 1,1,Room_Type 1,18,Online,0,0,0,104.0,0,Not_Canceled,2017-11-16
32981,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,81.9,1,Not_Canceled,2018-03-15
32982,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,Canceled,2018-06-06
32983,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-15
32984,1,0,0,5,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,131.0,0,Canceled,2018-10-04
32985,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,122.48,3,Not_Canceled,2018-12-30
32986,2,0,0,1,Not Selected,0,Room_Type 1,30,Online,0,0,0,98.1,0,Canceled,2018-05-25
32987,2,0,1,3,Not Selected,0,Room_Type 1,100,Online,0,0,0,91.38,1,Not_Canceled,2018-05-02
32988,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,Canceled,2018-02-28
32989,2,0,1,3,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,131.35,1,Not_Canceled,2018-12-29
32990,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
32991,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Canceled,2018-11-01
32992,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,Offline,0,0,0,89.0,0,Canceled,2018-10-05
32993,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,Canceled,2018-02-28
32994,2,0,2,0,Meal Plan 2,0,Room_Type 1,37,Online,0,0,0,118.1,1,Not_Canceled,2018-03-06
32995,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,209.5,2,Not_Canceled,2018-09-30
32996,1,0,0,1,Meal Plan 2,0,Room_Type 1,184,Online,0,0,0,82.12,2,Canceled,2018-08-17
32997,3,0,1,2,Meal Plan 1,0,Room_Type 4,80,Online,0,0,0,168.3,0,Canceled,2018-09-12
32998,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,90.0,1,Not_Canceled,2018-10-07
32999,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,Not_Canceled,2018-10-13
33000,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-15
33001,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91.0,0,Not_Canceled,2017-10-04
33002,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-02
